"city","area","rooms","bathroom","parking.spaces","floor","animal","furniture","rent.amount","fire.insurance"
"yes",50,2,1,0,0,"acept","not furnished",1200,19
"yes",48,2,1,1,7,"acept","not furnished",1865,24
"no",85,3,2,2,9,"acept","not furnished",2600,33
"yes",52,1,1,1,11,"not acept","not furnished",2500,32
"yes",250,4,4,3,5,"not acept","furnished",8000,102
"yes",40,1,1,0,0,"not acept","not furnished",780,12
"yes",42,1,1,1,11,"not acept","furnished",3300,42
"yes",165,4,5,2,4,"acept","furnished",9500,121
"yes",138,2,3,2,3,"not acept","furnished",10500,134
"yes",38,1,1,0,0,"not acept","not furnished",1650,25
"no",200,4,5,2,0,"not acept","not furnished",8000,121
"yes",35,1,1,1,1,"acept","not furnished",1020,13
"yes",75,2,1,1,4,"acept","furnished",6000,77
"yes",100,3,4,4,0,"acept","not furnished",3600,55
"yes",287,3,3,4,0,"acept","not furnished",4477,68
"yes",360,4,4,2,4,"acept","not furnished",11050,141
"yes",62,2,2,3,7,"acept","not furnished",7000,89
"yes",80,2,2,1,0,"not acept","not furnished",1500,23
"yes",43,2,1,0,8,"acept","not furnished",1308,17
"yes",157,3,2,0,7,"acept","not furnished",4500,58
"yes",70,3,1,1,1,"acept","not furnished",1020,13
"no",56,1,1,1,6,"acept","furnished",1350,18
"yes",84,2,3,2,25,"acept","furnished",6900,88
"yes",125,4,3,2,6,"acept","not furnished",3500,45
"yes",62,1,1,0,4,"acept","not furnished",1400,18
"yes",81,2,2,2,19,"acept","furnished",3800,49
"yes",90,2,2,0,1,"not acept","not furnished",1800,23
"yes",76,3,2,1,3,"acept","not furnished",1559,20
"no",62,2,1,0,1,"acept","not furnished",709,9
"yes",240,3,2,0,7,"acept","furnished",6500,83
"yes",39,1,1,1,15,"acept","furnished",2200,28
"yes",51,2,1,1,23,"acept","not furnished",2467,32
"yes",170,3,6,3,9,"not acept","not furnished",5500,70
"yes",250,3,2,2,0,"acept","furnished",6000,91
"yes",35,1,1,1,3,"not acept","furnished",3486,45
"yes",200,3,3,2,0,"not acept","not furnished",2800,43
"no",147,4,3,3,8,"acept","not furnished",4800,61
"yes",40,1,1,0,2,"acept","furnished",1832,6
"yes",67,1,1,1,14,"acept","furnished",2600,33
"no",445,4,4,0,0,"acept","not furnished",5500,83
"yes",265,4,4,2,1,"acept","not furnished",7500,96
"yes",130,2,2,2,0,"acept","furnished",4400,67
"yes",39,1,1,1,5,"acept","not furnished",2500,32
"yes",110,3,2,1,3,"not acept","not furnished",3149,40
"yes",75,2,2,2,6,"acept","not furnished",1198,16
"yes",220,3,2,2,10,"acept","not furnished",8700,111
"no",46,2,1,1,5,"acept","not furnished",850,11
"no",210,3,3,3,7,"acept","not furnished",2300,30
"yes",47,2,1,1,4,"not acept","not furnished",1100,14
"yes",120,3,2,1,7,"acept","furnished",3280,42
"yes",60,2,1,1,1,"acept","not furnished",1100,14
"yes",42,1,1,1,12,"not acept","furnished",3300,42
"yes",75,3,2,1,10,"acept","not furnished",3900,50
"yes",160,3,2,1,6,"acept","not furnished",4300,55
"yes",400,4,7,4,0,"acept","furnished",12000,181
"yes",37,1,1,0,1,"not acept","not furnished",850,11
"yes",59,2,2,2,7,"acept","furnished",3300,42
"no",113,3,3,2,4,"acept","not furnished",3804,49
"yes",120,2,2,1,12,"acept","not furnished",6500,83
"yes",92,3,2,0,5,"acept","not furnished",3300,42
"yes",93,3,2,2,16,"acept","not furnished",2600,33
"yes",42,2,1,1,9,"acept","not furnished",1350,18
"yes",236,4,5,4,1,"not acept","furnished",15000,191
"yes",160,3,2,0,0,"acept","not furnished",3800,58
"yes",450,4,5,8,0,"acept","not furnished",10120,153
"yes",750,4,4,6,0,"acept","not furnished",15000,226
"no",68,3,2,2,9,"acept","furnished",2700,35
"yes",53,2,1,1,11,"acept","furnished",5500,70
"yes",160,2,3,0,0,"acept","not furnished",4300,65
"yes",49,2,1,1,6,"acept","furnished",1800,23
"no",115,3,2,2,4,"acept","not furnished",1948,25
"yes",59,2,1,1,6,"acept","not furnished",1600,21
"yes",60,2,2,2,7,"acept","not furnished",1100,14
"yes",58,1,2,1,19,"acept","not furnished",4715,34
"yes",35,1,1,0,0,"acept","not furnished",1100,14
"yes",160,2,3,2,12,"acept","furnished",4210,54
"no",60,3,2,1,5,"acept","not furnished",1200,16
"yes",233,4,2,3,4,"acept","furnished",7287,93
"no",58,1,1,1,3,"acept","not furnished",1200,16
"yes",100,3,2,1,0,"acept","not furnished",1469,19
"yes",238,4,3,4,24,"acept","not furnished",10200,130
"yes",18,1,1,1,10,"not acept","furnished",1800,23
"yes",96,2,1,0,9,"acept","furnished",4387,56
"yes",49,2,1,1,14,"acept","not furnished",1800,23
"yes",50,1,1,0,1,"acept","furnished",1550,24
"yes",45,1,1,0,0,"not acept","not furnished",1060,16
"no",160,3,2,2,12,"acept","not furnished",1650,21
"yes",80,2,2,2,14,"acept","not furnished",4200,54
"yes",133,4,3,4,18,"acept","furnished",2900,37
"yes",30,1,1,0,4,"acept","not furnished",1750,23
"yes",137,2,3,2,1,"acept","not furnished",14000,178
"yes",194,3,4,3,0,"acept","not furnished",4000,61
"yes",50,2,1,1,2,"acept","not furnished",1600,21
"yes",84,1,2,1,14,"acept","not furnished",3353,25
"no",45,1,1,0,7,"not acept","not furnished",500,7
"yes",301,4,5,4,3,"acept","furnished",12500,159
"yes",250,3,4,2,5,"acept","furnished",8000,102
"yes",136,3,2,3,12,"acept","furnished",2500,32
"yes",73,2,2,1,10,"acept","not furnished",4800,61
"yes",60,1,2,0,0,"not acept","not furnished",1600,25
"yes",110,2,3,2,12,"not acept","furnished",11500,146
"yes",50,2,1,2,5,"not acept","furnished",2313,30
"yes",100,2,1,1,1,"acept","not furnished",2466,24
"yes",70,2,2,2,7,"not acept","furnished",3950,51
"yes",82,2,2,1,2,"acept","furnished",3100,40
"yes",76,3,3,2,1,"acept","not furnished",2662,34
"yes",150,3,1,1,9,"acept","not furnished",4800,61
"yes",303,3,4,4,1,"acept","furnished",18000,229
"yes",55,2,1,0,10,"acept","not furnished",1380,18
"yes",70,2,1,0,5,"acept","not furnished",2197,28
"no",45,1,2,1,2,"acept","furnished",1452,19
"yes",50,2,1,1,6,"acept","furnished",3900,50
"yes",62,2,1,1,1,"acept","not furnished",1550,20
"yes",177,4,5,4,5,"acept","not furnished",9200,117
"yes",50,1,1,1,21,"acept","furnished",2700,35
"yes",50,1,1,1,22,"not acept","furnished",3540,14
"no",90,3,2,1,1,"acept","not furnished",1500,20
"yes",130,3,2,2,4,"acept","furnished",3500,45
"no",54,1,1,1,5,"acept","not furnished",773,10
"yes",30,1,1,0,0,"not acept","not furnished",850,13
"yes",194,3,4,4,5,"acept","not furnished",12000,153
"no",68,2,1,1,3,"acept","not furnished",831,11
"yes",58,3,2,1,11,"acept","not furnished",1700,22
"yes",16,1,1,0,0,"not acept","not furnished",1420,18
"no",74,3,2,2,11,"acept","furnished",1600,21
"yes",347,4,7,6,0,"acept","not furnished",8900,134
"yes",180,3,3,2,3,"acept","not furnished",5800,74
"yes",20,1,1,1,3,"not acept","furnished",1360,18
"yes",130,2,1,1,1,"acept","not furnished",2200,28
"yes",100,3,1,1,2,"acept","not furnished",3000,39
"no",50,1,1,0,1,"not acept","not furnished",850,11
"yes",340,4,4,4,15,"acept","furnished",8700,111
"yes",135,2,2,1,8,"acept","furnished",3250,42
"yes",130,3,4,2,8,"acept","furnished",5500,70
"no",58,2,2,2,15,"acept","not furnished",2200,28
"yes",84,3,1,1,17,"acept","not furnished",2300,30
"yes",120,3,4,2,1,"acept","not furnished",3000,39
"yes",180,3,2,3,0,"acept","not furnished",3500,53
"no",650,4,7,5,0,"acept","not furnished",8000,121
"yes",320,4,5,4,0,"acept","not furnished",6500,98
"yes",65,2,1,0,1,"acept","furnished",4200,54
"yes",130,3,2,2,5,"acept","not furnished",5000,64
"yes",72,3,2,2,3,"not acept","not furnished",1600,21
"yes",150,3,3,4,10,"acept","furnished",7400,94
"no",70,2,1,1,3,"acept","not furnished",1275,17
"yes",345,3,3,5,2,"acept","not furnished",12750,162
"yes",20,1,1,0,1,"acept","furnished",1800,23
"no",103,3,2,2,2,"acept","not furnished",1360,18
"no",90,2,2,4,0,"acept","not furnished",2400,37
"yes",185,3,2,2,29,"acept","not furnished",14000,178
"no",47,1,1,1,9,"acept","not furnished",650,9
"yes",42,1,1,0,3,"acept","not furnished",1450,19
"yes",42,1,1,1,11,"not acept","not furnished",2153,8
"yes",25,1,1,0,1,"not acept","not furnished",1000,13
"no",55,1,1,1,20,"acept","not furnished",1900,25
"yes",900,3,5,8,0,"acept","not furnished",8000,121
"yes",240,3,3,4,22,"acept","not furnished",12000,153
"yes",128,2,1,1,9,"acept","furnished",8500,108
"yes",120,2,1,1,0,"not acept","not furnished",3000,46
"yes",54,1,1,1,7,"acept","not furnished",3600,46
"yes",30,1,1,0,0,"not acept","not furnished",765,12
"yes",120,2,2,2,11,"acept","not furnished",4000,51
"yes",296,4,5,2,0,"acept","not furnished",8500,128
"no",230,3,4,4,5,"acept","furnished",10000,127
"yes",50,2,1,0,12,"not acept","not furnished",3029,39
"yes",95,3,2,0,0,"acept","not furnished",2300,35
"yes",146,3,4,2,21,"acept","furnished",9000,115
"no",73,2,1,1,4,"acept","not furnished",655,9
"yes",30,1,1,0,6,"not acept","not furnished",1250,16
"yes",35,1,1,1,11,"acept","not furnished",2500,32
"yes",22,1,1,0,0,"acept","not furnished",976,15
"yes",386,4,6,3,21,"acept","not furnished",12750,162
"yes",442,5,6,6,0,"acept","not furnished",7500,113
"no",30,1,1,0,5,"acept","not furnished",590,8
"yes",68,1,2,1,4,"not acept","not furnished",2000,26
"yes",53,1,1,1,12,"acept","furnished",3200,41
"yes",18,1,1,0,0,"acept","not furnished",1720,22
"yes",321,3,5,2,0,"acept","furnished",8268,125
"no",70,3,1,1,2,"acept","not furnished",750,10
"yes",400,10,9,8,0,"acept","not furnished",8330,126
"yes",392,4,4,4,0,"acept","not furnished",10000,151
"yes",70,2,1,1,1,"acept","not furnished",1000,13
"yes",230,4,4,3,5,"not acept","not furnished",2500,32
"yes",138,2,2,1,11,"acept","furnished",7000,89
"yes",250,2,1,0,0,"acept","not furnished",1500,23
"yes",45,2,2,0,0,"not acept","not furnished",1650,25
"yes",250,4,3,0,0,"acept","not furnished",2000,31
"yes",80,2,1,1,6,"acept","not furnished",2300,30
"yes",398,4,5,4,0,"acept","not furnished",15000,226
"yes",200,3,4,5,0,"acept","not furnished",3500,53
"yes",136,3,3,1,9,"acept","not furnished",7500,96
"yes",46,1,1,0,2,"acept","not furnished",1437,19
"yes",309,4,5,3,0,"acept","not furnished",12000,181
"yes",54,1,1,1,1,"not acept","furnished",7200,92
"yes",220,4,5,3,14,"acept","furnished",12000,153
"yes",161,1,2,2,10,"not acept","not furnished",7000,89
"yes",58,2,1,1,1,"acept","not furnished",1540,20
"yes",83,3,1,1,3,"acept","not furnished",2500,32
"yes",33,1,1,1,5,"acept","not furnished",2000,26
"yes",170,3,4,2,3,"not acept","not furnished",4400,56
"yes",135,3,2,1,21,"acept","furnished",7500,96
"yes",50,2,1,2,1,"not acept","not furnished",1900,25
"yes",94,2,3,2,18,"not acept","not furnished",4400,56
"yes",25,1,1,0,1,"not acept","not furnished",1200,16
"yes",100,2,3,2,20,"not acept","furnished",10000,127
"yes",157,3,5,3,12,"acept","not furnished",11500,146
"yes",100,3,2,2,0,"acept","not furnished",5500,83
"yes",120,3,1,0,2,"acept","not furnished",2100,27
"yes",45,1,1,2,8,"acept","not furnished",1800,23
"yes",64,2,2,1,9,"acept","furnished",3166,13
"yes",265,4,6,3,6,"not acept","not furnished",2500,32
"yes",20,1,1,0,6,"acept","furnished",1800,23
"yes",50,2,2,0,0,"not acept","not furnished",1100,17
"yes",70,3,2,1,14,"acept","not furnished",3000,39
"yes",273,4,4,2,4,"not acept","not furnished",9000,115
"yes",250,3,3,4,0,"acept","furnished",6500,98
"yes",100,1,1,0,0,"acept","not furnished",2150,33
"yes",90,2,1,0,2,"acept","not furnished",2150,28
"yes",256,3,3,2,0,"not acept","not furnished",5600,85
"yes",92,2,1,1,2,"acept","not furnished",1536,20
"yes",124,3,3,2,0,"acept","not furnished",4000,61
"yes",218,3,3,3,9,"acept","furnished",15000,191
"yes",57,2,2,1,8,"acept","not furnished",1300,17
"no",650,4,4,8,0,"acept","not furnished",7500,113
"yes",220,3,4,2,0,"not acept","not furnished",3500,53
"no",55,1,2,1,4,"not acept","not furnished",954,13
"yes",55,2,2,1,21,"acept","not furnished",2000,26
"yes",58,2,1,1,19,"not acept","furnished",3400,44
"yes",42,1,1,1,13,"acept","furnished",860,11
"yes",202,3,4,3,8,"acept","furnished",12000,153
"yes",130,2,2,0,0,"acept","not furnished",2700,41
"yes",52,1,1,1,11,"acept","not furnished",2500,32
"yes",75,2,2,0,2,"acept","not furnished",1450,19
"yes",420,4,6,4,10,"acept","not furnished",12000,153
"yes",277,3,4,0,0,"not acept","not furnished",7200,109
"yes",100,1,1,1,16,"acept","furnished",3900,50
"no",420,5,7,3,0,"acept","furnished",8500,128
"yes",207,3,5,4,6,"acept","not furnished",12000,153
"yes",25,1,1,0,23,"acept","not furnished",2200,28
"yes",100,3,2,1,3,"acept","not furnished",1880,24
"yes",108,2,2,1,8,"acept","furnished",5300,68
"yes",55,1,1,1,5,"not acept","furnished",2144,22
"yes",40,1,1,0,0,"not acept","not furnished",780,12
"yes",46,1,1,1,3,"not acept","not furnished",1900,25
"yes",138,3,3,2,5,"acept","furnished",5800,74
"yes",50,2,3,0,0,"not acept","not furnished",1740,27
"no",54,1,1,1,9,"acept","not furnished",1148,15
"yes",22,1,1,0,0,"not acept","not furnished",976,15
"yes",62,3,1,1,1,"acept","not furnished",1300,26
"yes",380,4,3,2,12,"not acept","furnished",15000,191
"yes",80,2,1,1,2,"not acept","furnished",7450,95
"yes",70,2,1,1,2,"acept","not furnished",1950,25
"yes",214,5,5,4,9,"not acept","furnished",5550,71
"yes",193,3,3,3,1,"not acept","not furnished",7500,96
"yes",50,2,2,0,6,"acept","not furnished",3000,39
"yes",305,3,4,4,12,"acept","not furnished",8925,114
"yes",110,2,2,1,1,"acept","not furnished",3000,39
"yes",63,2,2,1,13,"acept","not furnished",2620,11
"yes",202,4,4,3,13,"acept","not furnished",6000,77
"yes",70,4,3,0,0,"acept","not furnished",3500,53
"no",110,3,3,2,0,"acept","not furnished",3200,49
"yes",80,1,1,0,11,"acept","furnished",1900,25
"yes",58,2,2,1,6,"not acept","not furnished",2055,7
"yes",149,3,3,2,12,"not acept","not furnished",5400,69
"yes",50,2,1,0,0,"acept","not furnished",1200,19
"yes",200,4,3,2,8,"acept","not furnished",4100,52
"yes",200,3,3,4,0,"acept","not furnished",7000,106
"no",660,5,7,4,17,"acept","not furnished",10000,127
"yes",100,3,2,1,0,"acept","not furnished",3300,50
"yes",91,1,2,2,11,"acept","furnished",13000,165
"yes",113,2,2,1,4,"acept","not furnished",3000,39
"no",48,2,1,1,0,"acept","not furnished",1200,16
"yes",140,3,3,2,10,"acept","not furnished",5100,65
"no",155,3,3,2,0,"acept","not furnished",5500,83
"yes",280,4,6,5,28,"acept","not furnished",11500,146
"yes",55,1,1,0,0,"acept","not furnished",1100,17
"yes",360,4,5,4,8,"acept","not furnished",1700,22
"no",60,1,1,1,0,"acept","not furnished",950,15
"yes",32,1,1,0,5,"acept","not furnished",2001,26
"yes",79,3,3,2,15,"acept","furnished",7500,96
"yes",300,4,6,4,14,"acept","not furnished",8000,102
"yes",50,2,2,1,14,"acept","furnished",1550,20
"yes",78,3,2,2,0,"acept","not furnished",2000,31
"yes",80,3,1,0,0,"acept","not furnished",6000,91
"yes",50,1,1,1,0,"not acept","not furnished",1600,25
"yes",110,2,2,2,0,"not acept","not furnished",2530,39
"yes",280,4,3,6,0,"acept","furnished",12500,188
"yes",64,2,1,1,8,"acept","not furnished",1500,20
"no",37,1,1,0,4,"not acept","furnished",742,10
"yes",30,1,1,1,7,"not acept","furnished",2000,26
"yes",50,1,1,1,11,"acept","not furnished",2200,28
"yes",215,3,2,0,4,"not acept","not furnished",4000,51
"yes",80,3,2,1,10,"acept","not furnished",1900,25
"no",320,3,3,2,9,"acept","furnished",8500,108
"yes",336,3,5,3,0,"acept","furnished",6000,91
"yes",125,3,4,5,0,"acept","not furnished",10000,151
"yes",106,1,1,2,10,"acept","furnished",13950,177
"yes",40,1,1,1,9,"not acept","not furnished",2800,36
"yes",80,1,2,0,6,"not acept","not furnished",3900,50
"yes",120,4,3,3,8,"acept","not furnished",3710,48
"yes",23,1,1,0,23,"acept","not furnished",2100,27
"yes",60,2,1,0,0,"acept","not furnished",1100,17
"yes",45,2,1,1,2,"not acept","not furnished",1756,13
"yes",110,1,1,1,0,"acept","not furnished",1300,20
"yes",42,1,1,1,11,"acept","not furnished",2308,8
"yes",120,4,2,3,6,"acept","furnished",2960,38
"yes",78,1,2,2,1,"not acept","furnished",4200,54
"yes",127,3,3,2,1,"acept","not furnished",3800,49
"yes",63,2,2,2,4,"not acept","not furnished",4080,52
"yes",60,1,1,1,0,"acept","not furnished",1250,19
"no",76,2,1,0,3,"acept","not furnished",700,9
"yes",126,3,2,2,1,"acept","not furnished",4000,51
"yes",169,4,2,3,0,"acept","not furnished",3900,59
"yes",38,1,1,0,10,"acept","not furnished",1712,7
"yes",45,1,1,0,2,"not acept","not furnished",730,10
"yes",160,3,1,1,0,"acept","not furnished",3000,46
"yes",160,3,4,3,0,"acept","furnished",9350,141
"no",84,2,1,1,7,"acept","not furnished",1100,14
"yes",64,2,1,2,3,"acept","not furnished",1850,24
"no",62,2,1,1,0,"acept","not furnished",1100,14
"yes",46,2,1,1,1,"acept","not furnished",1500,20
"yes",140,3,3,3,4,"acept","not furnished",5000,64
"yes",175,3,5,3,15,"acept","not furnished",7650,97
"yes",70,3,1,1,8,"acept","not furnished",1100,14
"yes",315,3,5,2,14,"not acept","not furnished",20000,254
"yes",52,1,1,1,7,"acept","furnished",3000,39
"no",120,4,2,5,0,"acept","not furnished",4200,64
"yes",72,2,2,1,2,"acept","not furnished",2174,28
"yes",140,2,2,2,11,"not acept","furnished",10000,127
"yes",55,1,1,1,10,"acept","furnished",1800,7
"yes",140,3,2,1,5,"acept","furnished",4800,61
"no",75,3,2,1,3,"not acept","not furnished",2125,27
"yes",233,3,4,4,15,"not acept","furnished",4300,55
"yes",112,3,3,2,8,"not acept","not furnished",3500,45
"yes",83,2,1,1,2,"acept","furnished",2600,33
"yes",60,1,1,1,10,"acept","not furnished",2000,26
"yes",30,1,1,1,14,"acept","furnished",2389,31
"yes",50,2,1,1,12,"acept","not furnished",1490,19
"yes",46,1,1,0,14,"not acept","furnished",4300,31
"yes",42,1,1,1,6,"not acept","furnished",2649,8
"no",52,2,1,1,1,"acept","not furnished",650,9
"yes",380,4,4,6,0,"acept","not furnished",6000,91
"no",160,3,2,0,0,"acept","not furnished",1650,25
"yes",90,2,1,0,4,"not acept","not furnished",2500,32
"yes",30,1,1,1,5,"acept","furnished",3300,42
"yes",219,4,4,3,21,"acept","furnished",6500,83
"yes",120,2,2,2,22,"not acept","furnished",3500,45
"yes",70,2,2,1,7,"acept","not furnished",1900,25
"yes",120,4,3,3,16,"acept","not furnished",6160,79
"yes",92,2,2,1,5,"acept","furnished",4500,58
"yes",40,1,1,1,20,"not acept","not furnished",2208,9
"yes",58,2,1,1,6,"acept","not furnished",1800,23
"yes",35,1,1,1,7,"acept","furnished",3900,50
"no",85,1,1,1,8,"acept","not furnished",912,5
"yes",170,3,3,2,0,"acept","not furnished",5000,76
"yes",96,3,1,1,8,"not acept","furnished",2535,33
"yes",42,1,1,1,27,"acept","not furnished",5300,68
"yes",280,3,4,4,18,"acept","not furnished",3600,46
"yes",44,1,1,1,6,"not acept","not furnished",3300,42
"yes",120,3,2,2,12,"acept","furnished",4000,51
"yes",180,2,3,2,9,"acept","not furnished",5900,75
"yes",400,5,4,2,12,"acept","not furnished",2500,32
"yes",22,1,1,0,26,"acept","not furnished",2000,26
"yes",67,2,1,1,6,"acept","not furnished",1200,16
"yes",75,3,2,2,14,"acept","not furnished",2500,32
"yes",132,3,5,2,13,"not acept","furnished",10990,140
"yes",62,2,1,1,15,"not acept","furnished",1900,15
"yes",122,3,3,2,4,"not acept","not furnished",4600,59
"yes",168,3,2,2,1,"acept","not furnished",5500,70
"yes",80,2,2,1,0,"not acept","not furnished",1500,23
"yes",27,1,1,0,19,"acept","furnished",1800,23
"yes",50,1,1,0,0,"not acept","not furnished",1200,19
"no",190,2,2,0,8,"not acept","not furnished",1300,17
"yes",22,1,1,0,7,"acept","not furnished",1650,21
"no",70,1,1,1,2,"acept","furnished",2350,30
"yes",60,1,1,0,0,"acept","not furnished",2000,31
"yes",47,2,1,1,15,"acept","furnished",1700,22
"yes",158,3,2,1,10,"not acept","furnished",7150,91
"yes",80,2,1,1,5,"not acept","not furnished",2900,37
"yes",245,4,3,4,8,"acept","not furnished",6000,77
"yes",91,2,2,0,1,"acept","furnished",2500,32
"yes",155,2,1,1,2,"acept","not furnished",4500,58
"yes",140,3,3,5,8,"not acept","furnished",8000,102
"yes",97,2,1,2,19,"not acept","not furnished",3500,45
"yes",70,1,1,0,0,"not acept","not furnished",900,14
"yes",177,3,3,5,1,"acept","not furnished",7000,89
"yes",128,3,4,2,21,"acept","not furnished",2980,38
"no",50,2,1,0,2,"not acept","not furnished",830,11
"yes",162,4,4,3,7,"not acept","not furnished",5500,70
"yes",96,4,2,2,0,"acept","not furnished",3950,60
"yes",78,3,2,1,2,"acept","not furnished",2050,8
"yes",340,4,6,4,6,"acept","not furnished",9600,122
"yes",76,3,2,2,5,"acept","furnished",4500,58
"yes",380,4,5,4,4,"acept","not furnished",8000,102
"yes",180,3,3,4,0,"acept","not furnished",3700,56
"yes",161,2,2,3,3,"acept","not furnished",4800,61
"yes",45,1,1,1,3,"acept","furnished",4850,62
"yes",200,3,5,3,5,"acept","furnished",4350,56
"yes",46,1,1,0,17,"acept","not furnished",1500,20
"yes",50,1,1,1,8,"not acept","furnished",3700,47
"yes",57,2,2,2,10,"not acept","not furnished",1600,21
"yes",120,2,2,2,4,"acept","furnished",11000,140
"no",136,3,4,2,7,"not acept","not furnished",2500,32
"yes",49,2,1,1,2,"acept","not furnished",1200,16
"yes",70,2,2,1,7,"not acept","not furnished",2289,29
"yes",68,2,2,1,5,"acept","not furnished",2700,35
"yes",45,1,1,1,1,"not acept","furnished",5520,70
"no",60,3,2,1,3,"not acept","not furnished",1200,16
"yes",120,3,2,2,0,"acept","not furnished",2000,31
"no",140,4,4,2,6,"acept","not furnished",3300,42
"yes",151,4,3,3,0,"acept","not furnished",3000,46
"yes",72,2,2,2,7,"acept","not furnished",3700,47
"yes",300,4,4,6,1,"acept","not furnished",3800,49
"yes",68,2,1,0,1,"acept","not furnished",1300,17
"yes",380,4,2,0,0,"acept","not furnished",8000,121
"yes",60,2,1,1,4,"acept","not furnished",1841,7
"no",51,3,1,1,0,"acept","not furnished",1100,14
"yes",200,4,5,3,1,"not acept","not furnished",5500,70
"yes",80,3,3,0,0,"acept","furnished",2000,31
"no",57,1,2,1,12,"not acept","not furnished",650,9
"yes",327,5,4,5,0,"acept","not furnished",11000,166
"yes",48,1,1,1,12,"acept","furnished",8000,102
"yes",90,2,2,1,3,"acept","not furnished",3000,39
"yes",40,1,1,1,1,"not acept","furnished",4500,58
"yes",84,2,1,2,11,"not acept","furnished",4000,51
"yes",123,3,2,2,13,"not acept","not furnished",4673,18
"yes",85,2,1,1,0,"acept","not furnished",1608,15
"yes",113,2,2,1,6,"acept","not furnished",3000,39
"yes",60,2,1,1,2,"acept","not furnished",1800,9
"no",62,2,1,1,6,"acept","not furnished",1200,16
"yes",138,3,4,2,18,"acept","furnished",10000,127
"yes",156,3,3,3,7,"acept","furnished",8000,102
"yes",280,4,3,4,0,"acept","not furnished",3500,53
"yes",45,1,1,1,1,"not acept","furnished",5520,70
"yes",180,3,4,3,8,"acept","furnished",3000,39
"yes",315,4,5,5,20,"not acept","not furnished",4000,29
"yes",117,3,3,1,20,"not acept","not furnished",7000,89
"yes",60,2,3,2,6,"not acept","not furnished",1100,14
"yes",126,3,1,2,0,"acept","not furnished",4200,64
"yes",65,2,1,0,2,"acept","not furnished",1800,23
"yes",280,4,4,7,0,"acept","furnished",4000,61
"no",76,3,1,1,2,"acept","not furnished",1300,17
"yes",178,2,4,2,2,"acept","not furnished",7000,89
"yes",20,1,1,0,4,"acept","furnished",1800,23
"yes",400,7,7,0,0,"acept","not furnished",14000,211
"yes",300,4,5,5,6,"not acept","not furnished",2290,30
"yes",49,1,1,1,18,"not acept","furnished",5400,69
"yes",50,2,1,0,3,"acept","not furnished",1200,16
"no",50,1,1,0,16,"acept","not furnished",900,4
"no",53,1,1,2,7,"not acept","furnished",2400,31
"yes",200,3,3,2,12,"acept","not furnished",6500,83
"yes",71,2,2,2,14,"not acept","not furnished",3000,39
"yes",134,3,5,2,7,"acept","not furnished",4900,63
"yes",250,4,4,4,14,"acept","not furnished",3600,46
"yes",40,1,1,1,2,"acept","not furnished",1664,7
"no",60,2,1,0,1,"acept","not furnished",1170,15
"yes",180,4,4,2,2,"acept","not furnished",2000,26
"yes",68,3,1,1,16,"not acept","not furnished",1600,7
"yes",72,2,2,1,7,"not acept","not furnished",1780,23
"yes",182,3,2,3,12,"acept","not furnished",12000,153
"yes",45,1,2,1,1,"acept","not furnished",3446,21
"yes",300,4,3,8,0,"acept","not furnished",4500,68
"yes",130,3,3,2,7,"acept","not furnished",3500,45
"yes",132,3,2,3,4,"acept","furnished",5500,70
"yes",215,3,1,1,18,"acept","not furnished",4000,51
"yes",54,2,2,1,1,"acept","not furnished",2418,31
"yes",79,2,1,0,0,"acept","not furnished",2100,27
"yes",77,1,2,2,7,"acept","furnished",4000,16
"yes",150,3,3,2,13,"acept","not furnished",3100,40
"yes",310,3,3,2,11,"acept","not furnished",6900,88
"yes",220,4,2,3,0,"acept","furnished",5200,79
"yes",45,1,1,0,4,"acept","not furnished",1100,14
"yes",80,3,1,1,7,"acept","not furnished",2400,31
"yes",36,1,1,0,4,"acept","not furnished",1275,5
"yes",320,3,5,8,0,"not acept","not furnished",9000,136
"yes",179,3,3,3,12,"acept","furnished",3200,41
"yes",52,1,2,1,13,"acept","not furnished",5000,64
"yes",190,4,4,3,11,"acept","furnished",6900,88
"yes",105,3,3,1,26,"not acept","not furnished",2200,28
"yes",70,2,2,1,15,"acept","not furnished",4200,54
"yes",254,4,4,4,7,"acept","not furnished",9000,115
"yes",200,3,2,1,5,"acept","not furnished",2380,31
"yes",300,4,3,3,20,"acept","furnished",3380,43
"yes",86,3,2,2,1,"not acept","not furnished",3410,44
"yes",190,2,1,2,0,"acept","furnished",4500,68
"yes",211,3,2,2,6,"acept","not furnished",11000,140
"yes",38,1,1,0,1,"not acept","not furnished",950,13
"yes",300,3,4,6,0,"acept","not furnished",3200,49
"yes",108,3,2,2,5,"acept","not furnished",4348,56
"yes",150,3,2,1,0,"acept","not furnished",4500,68
"no",58,1,1,0,9,"not acept","not furnished",720,10
"yes",198,3,4,3,13,"acept","furnished",8000,102
"no",47,1,1,0,10,"not acept","furnished",750,10
"yes",190,3,2,1,8,"acept","furnished",4500,58
"yes",22,1,1,0,25,"acept","not furnished",2200,28
"yes",38,1,1,1,6,"acept","furnished",2341,9
"yes",30,1,1,0,3,"acept","furnished",2850,37
"no",500,4,7,4,0,"acept","not furnished",5900,89
"yes",215,3,1,3,0,"acept","not furnished",7000,106
"yes",50,1,1,1,1,"not acept","furnished",2900,37
"yes",500,7,7,8,0,"not acept","furnished",9000,136
"yes",17,1,1,0,1,"acept","not furnished",2700,35
