city,area,rooms,bathroom,parking spaces,floor,animal,furniture,rent amount,fire insurance,total
yes,540,4,7,5,11,acept,not furnished,"R$15,000",R$191,"R$23,680"
no,47,1,1,0,7,acept,not furnished,"R$1,000",R$13,"R$1,493"
yes,272,5,5,2,-,acept,not furnished,"R$11,000",R$166,"R$12,080"
yes,90,3,3,1,11,acept,not furnished,"R$4,650",R$59,"R$6,297"
yes,83,2,2,1,3,acept,furnished,"R$2,300",R$30,"R$3,069"
yes,35,1,1,0,5,acept,not furnished,"R$1,300",R$17,"R$1,587"
yes,260,4,4,4,-,acept,not furnished,"R$14,000",R$211,"R$16,050"
yes,130,3,2,2,-,acept,not furnished,"R$5,100",R$77,"R$5,360"
yes,218,4,4,3,10,acept,furnished,"R$8,400",R$107,"R$11,960"
yes,20,1,1,0,1,not acept,furnished,"R$2,060",R$27,"R$2,087"
yes,70,2,2,2,5,not acept,not furnished,"R$2,500",R$32,"R$3,593"
yes,400,4,3,3,-,acept,not furnished,"R$7,000",R$106,"R$8,006"
yes,60,1,2,1,2,acept,not furnished,"R$4,000",R$51,"R$5,318"
yes,240,4,4,4,26,acept,not furnished,"R$13,000",R$165,"R$17,540"
yes,245,3,4,3,10,acept,not furnished,"R$14,000",R$178,"R$18,000"
yes,140,3,2,1,-,acept,furnished,"R$8,200",R$124,"R$8,324"
yes,120,2,2,0,1,acept,not furnished,"R$3,600",R$46,"R$4,066"
yes,110,3,3,2,4,not acept,not furnished,"R$3,900",R$50,"R$5,634"
yes,42,1,1,1,4,not acept,furnished,"R$4,400",R$56,"R$5,157"
yes,300,2,3,2,5,acept,furnished,"R$10,500",R$134,"R$14,130"
yes,50,2,2,1,10,acept,not furnished,"R$1,900",R$25,"R$2,325"
yes,110,4,3,3,1,not acept,furnished,"R$2,230",R$29,"R$4,476"
yes,72,2,2,1,12,acept,not furnished,"R$2,406",R$10,"R$3,094"
yes,130,3,4,4,-,acept,not furnished,"R$3,280",R$50,"R$4,914"
yes,170,2,2,1,8,acept,not furnished,"R$2,000",R$26,"R$4,976"
no,38,1,1,0,5,not acept,not furnished,R$892,R$12,"R$1,361"
yes,138,3,3,3,-,acept,furnished,"R$3,900",R$59,"R$4,104"
no,45,1,1,1,9,not acept,furnished,"R$1,900",R$25,"R$2,500"
yes,230,3,6,5,18,acept,furnished,"R$11,050",R$141,"R$14,890"
no,206,5,3,2,-,acept,not furnished,"R$3,500",R$53,"R$3,742"
yes,135,3,3,2,7,not acept,not furnished,"R$13,800",R$175,"R$15,850"
yes,300,2,2,0,-,acept,furnished,"R$3,500",R$53,"R$3,845"
yes,25,1,1,0,3,acept,not furnished,"R$1,650",R$21,"R$2,151"
yes,200,1,2,0,-,acept,not furnished,"R$8,000",R$121,"R$8,821"
yes,150,3,3,2,7,acept,not furnished,"R$3,400",R$44,"R$4,944"
yes,54,2,2,1,6,acept,not furnished,"R$2,800",R$36,"R$3,989"
yes,82,3,2,2,4,not acept,not furnished,"R$2,600",R$33,"R$3,702"
yes,84,2,2,0,1,acept,furnished,"R$6,000",R$77,"R$7,177"
yes,200,1,3,2,-,not acept,not furnished,"R$3,000",R$46,"R$3,367"
yes,230,4,3,1,2,not acept,not furnished,"R$3,600",R$46,"R$6,510"
yes,56,2,1,0,-,acept,not furnished,"R$1,400",R$10,"R$1,610"
yes,50,1,1,0,1,acept,not furnished,"R$1,294",R$6,"R$1,450"
yes,163,4,4,3,2,not acept,furnished,"R$9,500",R$121,"R$12,920"
yes,35,1,1,1,12,not acept,furnished,"R$2,200",R$28,"R$3,640"
yes,120,3,3,2,-,acept,not furnished,"R$2,750",R$42,"R$2,917"
no,60,1,1,0,3,acept,not furnished,"R$1,300",R$17,"R$1,642"
yes,54,2,1,1,8,acept,not furnished,"R$1,550",R$20,"R$2,284"
yes,250,5,4,3,-,acept,not furnished,"R$3,680",R$56,"R$4,402"
yes,50,2,1,1,9,acept,not furnished,"R$1,998",R$26,"R$2,477"
yes,300,2,1,2,-,acept,not furnished,"R$2,800",R$43,"R$3,193"
no,130,3,2,1,-,acept,not furnished,"R$1,300",R$20,"R$1,570"
yes,120,3,2,1,18,acept,not furnished,"R$5,300",R$68,"R$6,685"
yes,89,2,2,0,7,acept,furnished,"R$3,900",R$50,"R$4,383"
no,69,3,2,2,11,acept,not furnished,"R$2,000",R$26,"R$2,750"
yes,55,1,1,0,-,acept,not furnished,"R$1,650",R$25,"R$1,675"
yes,110,3,2,1,-,acept,not furnished,"R$3,200",R$49,"R$3,249"
yes,50,2,1,1,2,not acept,furnished,"R$1,650",R$21,"R$2,070"
no,80,3,1,1,1,acept,not furnished,"R$1,328",R$10,"R$1,768"
yes,66,2,2,1,23,acept,not furnished,"R$2,583",R$10,"R$2,953"
yes,180,3,4,3,12,acept,not furnished,"R$2,200",R$28,"R$5,177"
yes,135,2,3,1,22,acept,not furnished,"R$6,500",R$83,"R$8,337"
yes,74,2,1,1,5,acept,not furnished,"R$2,024",R$8,"R$2,672"
yes,56,2,1,1,6,acept,not furnished,"R$2,200",R$28,"R$2,919"
no,40,1,1,1,6,acept,not furnished,R$650,R$9,"R$1,294"
yes,86,3,2,2,6,acept,furnished,"R$3,100",R$40,"R$4,143"
yes,70,2,2,0,-,not acept,not furnished,"R$1,500",R$23,"R$1,523"
yes,30,1,1,0,1,acept,not furnished,"R$1,150",R$15,"R$1,265"
yes,438,5,6,5,-,not acept,not furnished,"R$12,000",R$181,"R$13,000"
no,72,2,1,2,16,acept,not furnished,"R$1,200",R$16,"R$2,035"
yes,66,1,1,1,10,not acept,furnished,"R$3,500",R$45,"R$4,372"
no,70,2,1,1,4,acept,not furnished,"R$1,000",R$13,"R$1,507"
yes,1000,4,7,4,10,acept,furnished,"R$15,000",R$191,"R$26,090"
no,380,4,6,6,-,not acept,not furnished,"R$4,100",R$62,"R$4,431"
no,248,3,4,4,2,acept,not furnished,"R$8,000",R$102,"R$11,420"
yes,109,3,1,1,1,acept,not furnished,"R$2,800",R$36,"R$4,181"
no,135,3,2,2,3,acept,not furnished,"R$2,400",R$31,"R$3,623"
yes,54,2,2,1,4,acept,not furnished,"R$2,800",R$36,"R$3,989"
yes,170,3,3,2,-,acept,not furnished,"R$2,750",R$42,"R$2,892"
yes,45,1,1,2,12,acept,furnished,"R$3,350",R$43,"R$3,923"
yes,180,3,4,3,7,acept,furnished,"R$4,500",R$58,"R$7,658"
no,51,2,1,0,2,acept,not furnished,R$980,R$13,"R$1,285"
yes,166,3,2,2,2,acept,not furnished,"R$7,000",R$89,"R$10,100"
yes,350,4,4,4,-,acept,not furnished,"R$13,000",R$196,"R$14,610"
no,63,2,1,1,1,acept,not furnished,R$870,R$12,"R$1,470"
yes,73,2,2,1,11,acept,not furnished,"R$1,250",R$16,"R$2,116"
yes,126,3,4,3,4,acept,not furnished,"R$4,000",R$51,"R$6,632"
yes,87,2,2,1,5,acept,not furnished,"R$2,975",R$38,"R$5,230"
yes,171,3,5,3,16,acept,not furnished,"R$10,600",R$135,"R$12,930"
yes,65,3,2,1,10,not acept,not furnished,"R$3,250",R$42,"R$3,992"
yes,63,2,1,2,12,acept,not furnished,"R$5,500",R$70,"R$6,990"
yes,59,2,2,1,6,acept,not furnished,"R$2,500",R$32,"R$3,107"
yes,70,2,1,0,-,not acept,not furnished,"R$1,210",R$19,"R$1,288"
yes,90,2,1,1,-,acept,not furnished,"R$2,735",R$42,"R$2,796"
yes,35,2,1,0,11,acept,not furnished,"R$2,399",R$31,"R$2,998"
yes,30,1,1,1,3,acept,furnished,"R$3,300",R$42,"R$4,051"
yes,61,1,2,2,1,not acept,furnished,"R$4,000",R$51,"R$6,501"
no,54,1,1,1,5,acept,furnished,"R$2,350",R$30,"R$3,258"
yes,32,1,1,1,23,acept,not furnished,"R$2,000",R$26,"R$4,242"
no,90,3,2,1,3,acept,not furnished,"R$1,300",R$17,"R$2,366"
yes,93,2,1,1,4,not acept,furnished,"R$5,500",R$70,"R$6,665"
no,44,1,1,0,4,acept,not furnished,R$520,R$7,R$967
yes,220,4,4,4,10,acept,not furnished,"R$5,500",R$70,"R$8,602"
yes,100,2,2,0,-,acept,not furnished,"R$2,500",R$38,"R$2,758"
yes,55,2,2,1,17,not acept,not furnished,"R$1,800",R$26,"R$2,526"
yes,100,2,3,1,7,not acept,furnished,"R$4,930",R$63,"R$6,408"
yes,35,1,1,1,5,acept,furnished,"R$3,200",R$41,"R$4,205"
yes,60,2,2,1,14,not acept,furnished,"R$5,650",R$72,"R$6,697"
yes,162,3,4,0,-,acept,not furnished,"R$3,200",R$49,"R$3,516"
yes,165,4,3,2,-,acept,not furnished,"R$5,000",R$76,"R$5,122"
yes,97,2,3,2,11,acept,furnished,"R$2,820",R$36,"R$3,723"
no,55,1,1,0,7,acept,not furnished,"R$1,200",R$16,"R$1,746"
yes,230,3,3,3,6,not acept,not furnished,"R$10,500",R$134,"R$13,530"
yes,77,2,2,1,8,acept,not furnished,"R$3,260",R$42,"R$4,176"
yes,42,1,1,1,4,not acept,not furnished,"R$2,350",R$30,"R$3,731"
yes,180,3,3,1,-,not acept,not furnished,"R$3,000",R$46,"R$3,163"
yes,50,2,1,1,15,acept,not furnished,"R$1,300",R$17,"R$2,001"
yes,200,5,2,3,-,acept,not furnished,"R$4,800",R$73,"R$5,173"
yes,290,6,3,4,-,acept,not furnished,"R$8,000",R$121,"R$9,646"
yes,49,1,1,0,12,not acept,furnished,"R$3,800",R$49,"R$4,381"
yes,38,1,1,1,16,acept,furnished,"R$2,863",R$37,"R$4,000"
yes,280,4,6,3,8,acept,not furnished,"R$4,800",R$61,"R$10,860"
yes,68,2,2,0,6,not acept,furnished,"R$6,443",R$82,"R$7,175"
yes,70,2,3,1,16,acept,not furnished,"R$1,500",R$20,"R$2,912"
no,280,4,3,3,-,acept,not furnished,"R$2,167",R$33,"R$2,369"
yes,140,3,2,3,13,acept,furnished,"R$8,000",R$102,"R$9,369"
yes,225,4,3,2,-,acept,not furnished,"R$3,400",R$52,"R$3,584"
yes,70,2,1,2,-,not acept,not furnished,"R$1,400",R$22,"R$1,507"
yes,81,3,1,1,3,acept,not furnished,"R$2,800",R$36,"R$3,878"
yes,19,1,1,0,-,not acept,not furnished,"R$1,200",R$16,"R$1,257"
yes,233,4,5,4,7,acept,furnished,"R$11,000",R$140,"R$14,470"
yes,43,2,1,1,1,not acept,not furnished,"R$1,375",R$18,"R$2,160"
yes,50,1,1,0,-,not acept,not furnished,"R$1,200",R$19,"R$1,219"
yes,54,1,1,1,13,not acept,furnished,"R$5,000",R$64,"R$6,102"
yes,50,1,1,1,6,acept,furnished,"R$1,884",R$11,"R$2,895"
yes,336,4,4,6,-,acept,not furnished,"R$7,677",R$116,"R$8,743"
yes,208,3,3,3,4,acept,furnished,"R$15,000",R$191,"R$18,880"
yes,150,2,2,2,-,acept,not furnished,"R$6,000",R$91,"R$6,758"
no,200,3,2,3,-,acept,not furnished,"R$3,000",R$46,"R$3,171"
yes,200,2,3,2,1,acept,furnished,"R$15,000",R$191,"R$17,560"
yes,40,2,1,0,3,acept,not furnished,"R$1,275",R$17,"R$1,459"
yes,35,1,1,0,-,acept,not furnished,"R$1,150",R$15,"R$1,195"
yes,35,1,1,0,-,acept,not furnished,R$900,R$14,R$925
yes,90,3,2,2,3,acept,furnished,"R$2,500",R$11,"R$3,491"
yes,300,3,2,5,-,acept,not furnished,"R$11,500",R$173,"R$13,670"
yes,520,3,4,8,-,not acept,not furnished,"R$10,000",R$151,"R$11,160"
yes,180,3,4,4,22,acept,not furnished,"R$12,000",R$153,"R$14,520"
yes,160,3,1,2,-,acept,not furnished,"R$5,000",R$76,"R$5,301"
yes,72,2,2,1,-,acept,not furnished,"R$3,536",R$28,"R$4,264"
yes,43,1,1,0,5,acept,furnished,R$680,R$9,"R$2,104"
yes,120,3,2,2,-,acept,not furnished,"R$6,400",R$97,"R$7,044"
yes,70,2,1,0,-,acept,not furnished,"R$1,300",R$20,"R$1,390"
yes,86,3,2,1,7,acept,not furnished,"R$2,500",R$32,"R$3,506"
yes,67,2,2,2,1,acept,not furnished,"R$2,372",R$8,"R$2,998"
yes,37,1,1,1,21,acept,not furnished,"R$4,000",R$51,"R$4,641"
yes,350,3,5,5,-,acept,not furnished,"R$5,500",R$83,"R$6,258"
no,70,1,1,2,-,acept,not furnished,"R$1,450",R$22,"R$1,477"
yes,159,2,2,2,12,acept,not furnished,"R$7,000",R$89,"R$9,672"
yes,220,6,2,2,-,acept,not furnished,"R$4,500",R$68,"R$4,693"
yes,70,3,1,1,10,not acept,not furnished,"R$1,650",R$21,"R$2,171"
yes,164,4,4,2,6,not acept,not furnished,"R$5,000",R$64,"R$7,609"
yes,190,3,3,1,8,acept,furnished,"R$8,000",R$102,"R$10,880"
yes,190,3,2,2,9,acept,not furnished,"R$5,700",R$73,"R$7,965"
yes,35,1,1,0,15,acept,not furnished,"R$1,500",R$20,"R$1,820"
no,110,3,3,2,-,acept,not furnished,"R$3,200",R$49,"R$3,897"
yes,65,3,2,1,2,acept,furnished,"R$3,200",R$41,"R$4,486"
yes,392,3,5,5,7,acept,not furnished,"R$15,000",R$191,"R$21,260"
yes,114,4,4,2,6,acept,not furnished,"R$2,790",R$36,"R$4,262"
yes,190,4,4,2,-,not acept,not furnished,"R$4,450",R$67,"R$4,740"
yes,115,2,1,0,-,acept,not furnished,"R$1,550",R$24,"R$1,574"
yes,65,2,1,0,7,not acept,not furnished,"R$1,200",R$16,"R$1,506"
yes,59,2,1,1,8,acept,not furnished,"R$3,000",R$39,"R$3,039"
yes,68,2,2,2,7,acept,furnished,"R$6,600",R$84,"R$8,184"
yes,46,1,1,0,2,acept,not furnished,"R$1,437",R$19,"R$2,067"
yes,57,2,2,2,12,acept,not furnished,"R$2,800",R$36,"R$4,295"
no,48,2,1,1,4,acept,not furnished,R$850,R$11,"R$1,104"
yes,245,4,4,3,5,acept,not furnished,"R$6,800",R$87,"R$11,630"
yes,20,1,1,0,-,acept,furnished,"R$1,800",R$23,"R$2,555"
yes,45,1,1,0,1,not acept,not furnished,"R$1,360",R$18,"R$1,428"
no,60,1,2,1,10,acept,not furnished,"R$1,338",R$17,"R$2,057"
yes,76,2,2,2,17,acept,not furnished,"R$4,200",R$54,"R$4,946"
yes,84,2,2,1,14,acept,not furnished,"R$5,300",R$68,"R$6,295"
yes,101,3,2,2,7,acept,furnished,"R$3,200",R$41,"R$4,657"
yes,310,4,3,3,11,acept,not furnished,"R$8,000",R$102,"R$11,600"
yes,183,4,3,4,3,acept,not furnished,"R$5,950",R$76,"R$8,598"
yes,73,2,2,2,2,acept,not furnished,"R$2,652",R$9,"R$3,668"
yes,290,4,3,2,1,not acept,furnished,"R$7,150",R$91,"R$10,990"
yes,150,3,4,4,14,not acept,furnished,"R$7,925",R$29,"R$9,204"
yes,68,2,2,2,12,not acept,not furnished,"R$2,300",R$30,"R$4,930"
yes,51,1,1,0,9,acept,not furnished,"R$1,950",R$25,"R$2,426"
yes,120,2,1,0,1,not acept,not furnished,"R$2,200",R$28,"R$2,341"
yes,146,3,4,4,15,acept,not furnished,"R$6,000",R$77,"R$8,218"
yes,104,3,2,2,2,acept,not furnished,"R$4,400",R$56,"R$6,388"
yes,146,3,4,2,8,acept,furnished,"R$11,000",R$140,"R$13,530"
no,200,3,3,3,-,acept,not furnished,"R$2,000",R$31,"R$2,197"
yes,44,1,1,0,-,not acept,not furnished,"R$1,250",R$19,"R$1,288"
yes,42,1,1,2,6,acept,furnished,"R$3,380",R$43,"R$4,018"
no,60,2,1,1,-,acept,not furnished,"R$1,300",R$20,"R$1,500"
yes,60,2,2,2,5,acept,not furnished,"R$2,000",R$26,"R$2,651"
no,50,1,1,1,2,not acept,not furnished,R$647,R$9,"R$1,064"
yes,63,2,2,1,19,acept,not furnished,"R$4,400",R$56,"R$4,776"
yes,70,2,2,4,-,acept,not furnished,"R$3,000",R$46,"R$3,236"
yes,130,3,2,2,1,not acept,not furnished,"R$3,250",R$42,"R$5,187"
yes,30,1,1,0,2,acept,not furnished,"R$1,850",R$24,"R$1,874"
yes,36,1,1,0,3,acept,furnished,"R$2,500",R$32,"R$3,012"
yes,257,4,4,4,14,not acept,not furnished,"R$12,000",R$153,"R$18,740"
yes,198,3,3,0,14,acept,not furnished,"R$6,000",R$77,"R$8,862"
yes,280,5,5,2,1,acept,furnished,"R$12,750",R$162,"R$18,220"
yes,373,4,4,3,12,acept,not furnished,"R$12,750",R$162,"R$18,830"
yes,300,2,3,2,8,not acept,furnished,"R$5,120",R$65,"R$8,685"
yes,220,3,3,3,-,acept,furnished,"R$2,800",R$43,"R$3,093"
yes,50,1,1,0,19,not acept,not furnished,"R$1,077",R$14,"R$1,491"
no,110,3,2,1,6,acept,not furnished,"R$1,200",R$16,"R$2,523"
yes,280,5,5,4,13,acept,not furnished,"R$10,000",R$127,"R$14,390"
yes,400,4,4,3,-,acept,not furnished,"R$10,000",R$151,"R$12,860"
yes,245,3,5,4,3,acept,furnished,"R$10,000",R$127,"R$13,650"
yes,320,3,3,2,-,acept,not furnished,"R$7,200",R$109,"R$7,909"
yes,209,4,4,3,7,not acept,not furnished,"R$3,900",R$50,"R$9,334"
yes,360,4,5,5,-,acept,furnished,"R$9,600",R$145,"R$10,330"
yes,113,2,3,2,10,acept,not furnished,"R$13,500",R$172,"R$15,450"
yes,75,3,1,1,1,not acept,not furnished,"R$2,078",R$7,"R$2,560"
no,73,3,1,1,3,acept,not furnished,"R$1,140",R$15,"R$1,802"
yes,130,3,2,1,12,acept,not furnished,"R$4,500",R$58,"R$6,159"
yes,160,3,3,3,9,acept,furnished,"R$10,000",R$127,"R$13,110"
yes,220,3,4,3,16,acept,furnished,"R$8,000",R$102,"R$10,160"
yes,185,3,3,2,5,acept,not furnished,"R$3,410",R$44,"R$5,454"
yes,37,1,1,1,5,not acept,not furnished,"R$2,600",R$33,"R$3,618"
yes,60,2,1,0,-,acept,furnished,"R$1,450",R$22,"R$1,472"
yes,70,1,1,1,12,acept,not furnished,"R$4,400",R$56,"R$5,096"
yes,50,2,1,0,-,not acept,not furnished,"R$3,100",R$40,"R$3,140"
yes,85,2,1,0,1,acept,not furnished,"R$3,100",R$40,"R$3,888"
no,55,2,1,1,2,acept,not furnished,"R$1,550",R$20,"R$2,103"
yes,185,3,5,2,11,acept,furnished,"R$3,000",R$39,"R$5,852"
yes,380,4,5,6,8,acept,furnished,"R$4,900",R$63,"R$9,850"
yes,76,3,2,2,14,acept,not furnished,"R$2,800",R$36,"R$3,908"
yes,560,4,4,0,-,acept,furnished,"R$10,970",R$165,"R$14,050"
yes,34,1,1,0,1,not acept,not furnished,"R$1,540",R$20,"R$1,845"
yes,30,1,1,0,1,not acept,furnished,"R$1,500",R$20,"R$2,745"
yes,70,2,2,2,8,acept,not furnished,"R$3,650",R$47,"R$4,637"
yes,245,3,4,3,5,acept,not furnished,"R$14,000",R$178,"R$21,130"
yes,132,2,2,0,1,acept,furnished,"R$2,900",R$37,"R$3,915"
yes,55,2,1,1,2,acept,not furnished,"R$1,262",R$16,"R$1,979"
yes,157,3,1,2,11,acept,not furnished,"R$3,000",R$39,"R$5,110"
no,102,3,2,0,15,acept,not furnished,"R$2,500",R$32,"R$3,698"
yes,420,3,5,5,-,acept,not furnished,"R$8,200",R$124,"R$9,408"
yes,65,2,2,1,-,acept,not furnished,"R$2,040",R$31,"R$2,071"
yes,120,3,3,3,11,acept,not furnished,"R$2,500",R$32,"R$4,653"
yes,35,1,1,0,12,not acept,furnished,"R$2,610",R$34,"R$4,044"
no,70,3,2,1,3,acept,furnished,"R$1,300",R$17,"R$2,022"
yes,26,1,1,0,4,acept,furnished,"R$4,300",R$55,"R$4,815"
yes,27,1,1,1,6,not acept,furnished,"R$2,000",R$26,"R$2,735"
yes,220,3,3,2,8,not acept,furnished,"R$11,000",R$140,"R$13,380"
yes,150,2,1,2,-,acept,not furnished,"R$5,500",R$83,"R$5,583"
yes,102,3,2,2,1,acept,not furnished,"R$1,900",R$25,"R$3,565"
yes,35,1,1,1,7,acept,not furnished,"R$2,300",R$30,"R$2,760"
no,67,3,1,1,1,not acept,not furnished,R$900,R$12,"R$1,303"
yes,470,4,4,5,19,acept,not furnished,"R$6,741",R$86,"R$13,730"
yes,510,4,3,5,-,acept,not furnished,"R$10,000",R$151,"R$10,670"
yes,156,3,4,3,7,not acept,not furnished,"R$5,000",R$64,"R$6,981"
yes,247,4,6,4,16,acept,not furnished,"R$15,000",R$191,"R$20,530"
yes,117,3,2,2,15,acept,furnished,"R$3,100",R$40,"R$4,790"
yes,55,1,1,1,1,acept,furnished,"R$5,275",R$67,"R$5,999"
yes,60,2,2,1,11,not acept,furnished,"R$5,500",R$70,"R$6,878"
yes,300,4,5,5,3,acept,not furnished,"R$8,800",R$112,"R$16,160"
yes,36,1,1,1,15,not acept,furnished,"R$2,300",R$30,"R$2,945"
yes,315,4,5,5,20,not acept,not furnished,"R$4,000",R$29,"R$7,529"
yes,320,4,6,4,-,acept,not furnished,"R$6,000",R$91,"R$6,766"
yes,180,3,4,3,15,acept,furnished,"R$6,600",R$84,"R$8,815"
yes,70,2,2,0,14,not acept,not furnished,"R$3,200",R$41,"R$3,841"
yes,71,2,1,1,10,acept,not furnished,"R$3,100",R$40,"R$4,237"
no,68,3,2,2,9,acept,not furnished,"R$1,500",R$20,"R$2,143"
yes,40,2,1,1,1,acept,not furnished,"R$3,300",R$42,"R$4,042"
yes,38,1,1,0,17,not acept,not furnished,"R$1,280",R$17,"R$1,980"
yes,70,2,1,0,-,not acept,not furnished,"R$1,300",R$20,"R$1,320"
yes,220,4,3,4,11,acept,furnished,"R$3,000",R$39,"R$5,839"
yes,245,3,5,4,13,acept,furnished,"R$11,500",R$146,"R$15,680"
yes,550,5,6,4,-,acept,not furnished,"R$15,000",R$226,"R$16,350"
yes,270,4,3,3,-,acept,not furnished,"R$10,900",R$164,"R$11,460"
yes,380,3,3,2,1,acept,not furnished,"R$11,000",R$140,"R$15,800"
no,47,2,1,1,4,acept,not furnished,R$900,R$12,"R$1,197"
yes,180,3,3,2,16,acept,not furnished,"R$11,000",R$140,"R$13,470"
yes,239,3,3,3,-,acept,not furnished,"R$7,000",R$106,"R$7,283"
yes,136,3,4,3,2,acept,not furnished,"R$3,200",R$41,"R$5,231"
yes,150,2,3,3,-,acept,not furnished,"R$5,000",R$76,"R$5,076"
yes,122,2,2,2,10,acept,not furnished,"R$3,950",R$51,"R$6,402"
no,34,1,1,0,4,acept,not furnished,R$700,R$9,"R$1,209"
yes,130,2,2,2,5,acept,furnished,"R$12,000",R$153,"R$13,700"
yes,90,2,1,1,14,acept,furnished,"R$2,000",R$26,"R$2,741"
yes,75,1,1,2,8,acept,furnished,"R$7,000",R$89,"R$8,388"
yes,39,1,1,1,11,not acept,not furnished,"R$3,500",R$45,"R$4,359"
yes,210,3,2,2,-,acept,furnished,"R$3,500",R$53,"R$3,654"
yes,200,4,3,3,14,not acept,not furnished,"R$6,400",R$82,"R$8,882"
yes,100,2,1,0,-,acept,not furnished,"R$1,460",R$22,"R$1,566"
yes,124,3,1,0,8,not acept,not furnished,"R$1,200",R$16,"R$2,500"
yes,150,3,1,2,-,acept,not furnished,"R$3,600",R$55,"R$3,989"
yes,200,3,2,1,2,acept,not furnished,"R$4,500",R$58,"R$6,683"
yes,80,2,1,0,-,acept,not furnished,"R$2,200",R$34,"R$2,234"
yes,300,4,2,0,5,acept,not furnished,"R$15,000",R$191,"R$22,030"
yes,40,1,1,1,3,not acept,furnished,"R$2,300",R$30,"R$2,964"
yes,87,2,2,1,3,acept,furnished,"R$3,337",R$9,"R$5,446"
yes,230,3,4,3,2,acept,not furnished,"R$12,000",R$153,"R$16,010"
no,45,1,1,1,16,not acept,furnished,"R$3,900",R$50,"R$4,505"
yes,38,1,1,0,-,not acept,not furnished,"R$1,650",R$25,"R$1,675"
yes,98,3,3,2,-,acept,not furnished,"R$2,500",R$38,"R$2,538"
yes,35,1,1,0,1,not acept,not furnished,"R$1,305",R$17,"R$1,572"
yes,170,3,5,3,7,acept,furnished,"R$2,800",R$36,"R$5,186"
no,72,2,1,0,2,not acept,not furnished,R$800,R$11,"R$1,477"
yes,195,2,3,3,15,acept,furnished,"R$9,200",R$117,"R$12,170"
no,170,2,3,3,16,acept,not furnished,"R$5,900",R$75,"R$7,492"
yes,360,4,5,2,6,acept,not furnished,"R$15,000",R$191,"R$18,960"
no,156,4,5,3,3,not acept,not furnished,"R$1,100",R$14,"R$3,264"
no,420,4,5,4,-,acept,not furnished,"R$7,225",R$109,"R$8,518"
yes,110,2,2,1,18,acept,not furnished,"R$1,780",R$23,"R$3,089"
yes,165,4,3,3,10,acept,furnished,"R$6,300",R$80,"R$10,110"
yes,200,4,5,4,23,not acept,not furnished,"R$6,000",R$77,"R$9,611"
yes,465,4,4,4,3,acept,not furnished,"R$6,500",R$83,"R$12,250"
yes,200,3,4,3,8,acept,not furnished,"R$7,080",R$90,"R$8,570"
yes,130,3,2,1,4,not acept,furnished,"R$7,900",R$101,"R$9,521"
yes,52,2,1,1,7,acept,not furnished,"R$1,340",R$17,"R$1,998"
yes,25,1,1,0,8,acept,not furnished,"R$1,800",R$23,"R$2,298"
yes,96,1,1,1,-,acept,not furnished,"R$3,500",R$53,"R$3,827"
yes,93,2,2,2,3,acept,not furnished,"R$3,500",R$45,"R$4,545"
yes,85,2,2,1,6,acept,furnished,"R$5,300",R$68,"R$6,635"
yes,80,1,1,1,10,acept,not furnished,"R$6,500",R$83,"R$7,883"
no,570,4,6,5,-,acept,not furnished,"R$12,000",R$181,"R$13,000"
yes,150,3,3,3,19,acept,furnished,"R$2,800",R$36,"R$5,376"
yes,70,2,2,0,17,acept,not furnished,"R$2,000",R$26,"R$2,701"
yes,167,3,1,0,-,acept,not furnished,"R$1,500",R$23,"R$1,523"
yes,250,4,4,3,6,acept,not furnished,"R$6,970",R$89,"R$10,490"
yes,22,1,1,0,25,acept,not furnished,"R$2,200",R$28,"R$2,755"
yes,400,4,5,3,-,not acept,not furnished,"R$15,000",R$191,"R$15,190"
yes,272,4,4,4,2,acept,not furnished,"R$13,000",R$165,"R$21,020"
yes,30,1,1,1,6,not acept,furnished,"R$3,500",R$45,"R$5,945"
yes,326,4,4,3,5,acept,not furnished,"R$8,000",R$102,"R$15,460"
yes,300,5,3,1,-,acept,not furnished,"R$10,000",R$151,"R$10,150"
no,80,3,1,1,3,acept,not furnished,"R$1,500",R$20,"R$2,323"
yes,65,2,2,2,19,not acept,not furnished,"R$3,500",R$45,"R$4,452"
no,48,1,1,0,9,acept,not furnished,R$670,R$9,"R$1,050"
yes,200,3,4,1,8,not acept,furnished,"R$6,000",R$77,"R$8,652"
yes,80,2,1,2,-,acept,not furnished,"R$1,569",R$24,"R$1,593"
yes,400,3,4,4,-,acept,not furnished,"R$4,172",R$63,"R$4,995"
yes,70,1,1,0,-,acept,not furnished,"R$1,400",R$22,"R$1,438"
yes,300,3,3,2,-,acept,not furnished,"R$6,000",R$91,"R$6,288"
yes,95,3,2,0,2,acept,not furnished,"R$2,350",R$36,"R$2,386"
yes,40,1,1,0,-,not acept,not furnished,R$850,R$13,"R$1,084"
yes,380,5,4,2,-,acept,not furnished,"R$8,000",R$121,"R$9,218"
yes,190,3,3,3,-,acept,not furnished,"R$2,950",R$45,"R$3,262"
no,55,1,1,1,9,acept,furnished,"R$2,600",R$33,"R$3,366"
no,55,2,1,1,-,acept,not furnished,R$790,R$11,"R$1,225"
yes,80,3,2,2,12,not acept,not furnished,"R$1,850",R$24,"R$3,099"
yes,77,1,1,1,8,not acept,not furnished,"R$5,700",R$73,"R$5,773"
yes,80,2,1,0,1,acept,not furnished,"R$1,800",R$23,"R$2,032"
